Hotel URL,Review Text
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"Mohamed Saudi Arabia Dusit Suite 4 nights · April 2026 Solo traveller Reviewed: 21 April 2026 Thanks to all staff Scored 9.0 9.0 Everything Hotel response: Dear Mr. Mohamed, Greetings from Dusit Thani Lakeview... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"A Ahmad Nigeria Dusit Suite 4 nights · April 2026 Solo traveller Reviewed: 21 April 2026 Perfect and lovely days Scored 10 10 Excellent All is well Hotel response: Dear Mr. Ahmad, Greetings from Dusit Thani Lakeview... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"Fadia Egypt Deluxe Room 1 night · April 2026 Solo traveller Reviewed: 13 April 2026 A memorable stay Scored 10 10 Amazing hospitality! The staff is very polite and helpful, they offered us a complimentary cake to celebrate my husband's birthday and the guest relations team was remarkable, specially Ms. Nadeen. They went above and beyond to make our stay memorable. The pool was clean and well attended for. As for the food, the dine in room breakfast was amazing. All in all, the experience was amazing and looking forward to repeating our stay. The turkish restaurant was average and a little overpriced for the portions and food quality. Hotel response: Dear Ms. Fadia, I truly appreciate your valuable... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"Yazeed Saudi Arabia Deluxe Twin Room 3 nights · April 2026 Couple Booked for April 2026 · Incomplete stay Reviewed: 13 April 2026 Very good Scored 8.0 8.0 coosy reciption system !! Hotel response: Dear Mr. Yazeed, Thank you so much for your respectful... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"Noura Saudi Arabia Deluxe Room 2 nights · April 2026 Family Reviewed: 11 April 2026 Excellent Scored 10 10 Everything Service is slow at the pool Hotel response: Dear Ms. Noura, Thank you so much for your respectful... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"Fatma Egypt Deluxe Room 1 night · April 2026 Couple Reviewed: 8 April 2026 Exceptional Scored 10 10 Very nice Service Hotel response: Dear Ms. Fatma, Greetings from Dusit Thani Lakeview... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"Amin Nigeria Deluxe Room 6 nights · March 2026 Couple Reviewed: 2 April 2026 My experience was generally good. But their is need and room for improvement. Scored 8.0 8.0 The location. The staff and pool area The shower wasn’t draining quick. The TV channels Hotel response: Dear Mr. Amin, Greetings from Dusit Thani Lakeview... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"Amro Egypt Deluxe Room 2 nights · March 2026 Couple Reviewed: 30 March 2026 Experience to be repeated Scored 9.0 9.0 House keeping Hotel response: Dear Valued Guest, Greetings from Dusit Thani Lakeview... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"Helmy Oman One-Bedroom Apartment 2 nights · February 2026 Couple Reviewed: 26 March 2026 luxury Scored 10 10 everything is outstanding luxury very kindness very humble i would like to repeat it again the food is very delicious nothing Hotel response: Dear Mr. Helmy, Greetings from Dusit Thani Lakeview... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/dusit-thani-lakeview-cairo.en-gb.html,"Marilena Greece Deluxe Room 2 nights · February 2026 Couple Reviewed: 17 March 2026 Very good Scored 8.0 8.0 Tao Asian Restaurant was amazing; we had a lovely evening. The other restaurant we tried we were the only table there and we felt a little rushed but the food and service was satisfactory. Hotel response: Dear Valued Guest, Greetings from Dusit Thani Lakeview... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"Adrian Romania King Executive Room with Nile View 2 nights · February 2026 Solo traveller Reviewed: 26 April 2026 2 nights in Cairo Scored 9.0 9.0 Super location, super view, good breakfast and also good menu for the executive level rooms. The hotel, although old is a nice oasis in the middle of bustling Cairo One of the rooms lacked full isolation of the windows and outside smog was felt in the room. Eventually we used the curtains to cover the problematic window. Hotel response: Dear Valuable Guest, Thank you for taking time to get... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"Antony Switzerland King Guest room with Nile View 1 night · April 2026 Couple Reviewed: 24 April 2026 Very good Scored 8.0 8.0 The Hilton is more or less what you would expect from a 5 star hotel and and of all the hotels we stayed at in Egypt, the Hilton had the most outstanding breakfast. Everything you could want was there and available. Location-wise the hotel is quite centrally-located so if you want to see Coptic Cairo and the Citadel (you do) this is a reasonable location. The Pyramids and the Grand Egyptian Museum are a little further away. We stayed for one night only as we were on our way home after a trip further south, but I believe you will have a very comfortable stay if you stay here. The one thing we didn't like was the airport transfer options. The average taxi price is around 30 dollars from the airport to central-ish Cairo - we paid this to transfer to Giza. However the meet and assist service costs substantially more (almost the price of another night's stay). We did not take this option, but we are unclear what it would offer (we simply wanted to get to the hotel without the taxi scrum at the airport). Similarly the return journey to the airport cost 45 dollars, and while the car was indeed very nice we did not need such an expensive option. I would suggest the hotel look into providing a range of options - a reasonably priced reputable service would be more than sufficient and would help travellers avoid the taxi harassment at Cairo Airport, while those who want a fancier car can take it. Hotel response: Dear Valuable Guest, Thank you for taking time to get... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"Ahmed Egypt King Guest room with Nile View 1 night · April 2026 Solo traveller Booked for April 2026 · Incomplete stay Reviewed: 24 April 2026 Superb Scored 9.0 9.0 the stuff was ver good Hotel response:  Dear Valuable Guest, thank you for this nice review; It... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"Ralph United Kingdom King Guest room with Nile View 6 nights · February 2026 Couple Reviewed: 23 April 2026 Convenient and well positioned. Scored 9.0 9.0 Well positioned and very comfortable Nothing Hotel response: Dear Valuable Guest, Thank you for sharing your... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"Mahomed Mauritius King Guest room with Nile View 1 night · April 2026 Solo traveller Reviewed: 16 April 2026 Superb Scored 9.0 9.0 Starting at the reception, the gentleman was very friendly I forgot to ask his name and helpful, the housekeeping staff, the restaurant staff were all fabulous. Absolutely no complaints. For us it was awesome. Not a complaint, but a suggestion, if smoking rooms were available it would have been great, but still we could smoke in the balcony which was awesome, the other thing is that I really wanted to eat koshery but wasn't available and more Egyptian menus would have been great. The rest nothing to complain. Hotel response: Dear Valuable Guest, Thank you for your kind words. We... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"Ntombizodwa South Africa King Guest room with Nile View 2 nights · April 2026 Solo traveller Reviewed: 16 April 2026 Very good Scored 8.0 8.0 Location The level of noise, Hotel response: Dear Valuable Guest, Thank you for your kind words. We... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"Yasser Lebanon King Corner Guest Room - Nile View 1 night · April 2026 Solo traveller Reviewed: 14 April 2026 Good Scored 7.0 7.0 View &music in the lobby Restaurant Hotel response: Dear Valuable Guest, Thank you for taking time to get... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"S United Kingdom King Guest room with Nile View 8 nights · April 2026 Couple Reviewed: 13 April 2026 enjoyed stay great location Scored 9.0 9.0 Buffet breakfast was excellent staff very helpful Cleaning staff poor understanding of English Hotel response: Dear Valuable Guest, Thank you for taking time to get... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"Natasha Netherlands Twin Executive Room with Nile View 3 nights · April 2026 Couple Reviewed: 11 April 2026 Very good Scored 8.0 8.0 The view from the room was great. We did not like that the hotel was completely dry. Hotel response: Dear Valuable Guest, thank you for this nice review; It... Continue reading Helpful Not helpful"
https://www.booking.com/hotel/eg/grand-nile-tower.en-gb.html,"Michelle United Kingdom King Guest room with Nile View 2 nights · April 2026 Family Reviewed: 6 April 2026 One of the best hotel stays we had. Massive breakfast selections. Nardine at the reception and Mohammed Sayid housekeepi Scored 9.0 9.0 Location. Clean. A lot of amenities. Very good breakfast. Most of all staff are very attentive and friendly Pool time was only 9:00am 5:30pm Hotel response: Dear Valuable Guest, Thank you for taking time to get... Continue reading 1 person found this review helpful. Helpful Not helpful"
